,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-05-25,16:19:18.877,   22.41,    6.42,   22.31,    6.67,   21.85,    6.57,   21.19,    6.34,   22.23,    6.36,   22.12,    6.68,  132.10,   39.06,     18660,  171.16, 4907.28, 5502.34, 4908.23, 5502.52, 4907.13, 5500.50, 4915.15, 5513.44, 4914.39, 5513.93, 4912.34, 5510.92,29464.52,33043.66,     19260,62508.18,  29596.63,  33082.71,  62679.34
2023-05-25,16:19:18.977,   18.43,    4.52,   18.21,    4.74,   18.21,    4.62,   17.52,    4.54,   18.43,    4.52,   17.98,    4.78,  108.77,   27.73,     18660,  136.50, 4853.22, 5394.27, 4854.63, 5393.37, 4856.73, 5394.18, 4854.63, 5396.44, 4851.87, 5398.86, 4852.54, 5397.13,29123.61,32374.26,     19480,61497.87,  29232.38,  32401.99,  61634.37
2023-05-25,16:19:19.077,   14.90,    3.75,   14.46,    3.92,   14.36,    3.95,   13.82,    3.78,   14.65,    3.82,   14.39,    3.85,   86.58,   23.07,     18660,  109.65, 4368.83, 4671.64, 4369.80, 4668.67, 4371.66, 4671.61, 4366.84, 4669.66, 4364.58, 4669.35, 4365.65, 4667.14,26207.36,28018.07,     19420,54225.43,  26293.94,  28041.14,  54335.08
2023-05-25,16:19:19.178,   17.32,    2.58,   16.93,    2.80,   16.75,    2.75,   15.98,    2.63,   17.15,    2.68,   16.93,    2.73,  101.06,   16.17,     18840,  117.23, 4471.93, 4855.98, 4472.35, 4852.61, 4474.38, 4854.55, 4466.29, 4853.09, 4465.77, 4853.28, 4464.62, 4851.74,26815.34,29121.25,     19530,55936.59,  26916.40,  29137.41,  56053.81
2023-05-25,16:19:19.278,   14.08,    2.42,   13.54,    2.62,   13.51,    2.50,   12.88,    2.48,   13.88,    2.51,   13.72,    2.57,   81.61,   15.11,     18640,   96.72, 4471.26, 4865.44, 4472.44, 4865.21, 4469.76, 4860.78, 4467.12, 4856.32, 4469.46, 4859.00, 4471.23, 4860.80,26821.28,29167.55,     19170,55988.83,  26902.89,  29182.66,  56085.55
2023-05-25,16:19:19.378,   18.83,    6.12,   18.52,    6.45,   18.02,    6.17,   17.26,    6.05,   18.42,    6.15,   18.39,    6.42,  109.44,   37.36,     18826,  146.80, 4453.04, 4602.64, 4455.84, 4603.77, 4450.82, 4598.16, 4451.25, 4590.73, 4454.31, 4594.42, 4456.83, 4593.65,26722.09,27583.38,     19310,54305.46,  26831.52,  27620.74,  54452.26
2023-05-25,16:19:19.478,   16.31,    2.34,   15.93,    2.61,   15.76,    2.43,   15.34,    2.52,   16.16,    2.47,   15.90,    2.54,   95.40,   14.91,     18660,  110.32, 4402.24, 4645.77, 4405.70, 4647.80, 4403.51, 4645.14, 4403.11, 4638.90, 4402.86, 4640.37, 4406.18, 4642.03,26423.59,27860.02,     19090,54283.61,  26518.99,  27874.93,  54393.93
2023-05-25,16:19:19.578,   19.70,    5.08,   19.65,    5.52,   19.14,    5.22,   18.79,    5.14,   19.59,    5.13,   19.27,    5.38,  116.14,   31.48,     18640,  147.61, 4881.28, 5482.18, 4882.45, 5482.43, 4883.46, 5484.63, 4881.37, 5487.42, 4879.59, 5486.25, 4878.52, 5483.40,29286.67,32906.30,     19350,62192.96,  29402.80,  32937.77,  62340.58
2023-05-25,16:19:19.678,   18.65,    4.27,   18.97,    4.50,   18.60,    4.34,   18.17,    4.32,   18.50,    4.27,   18.77,    4.66,  111.66,   26.36,     18846,  138.02, 4854.44, 5604.08, 4855.18, 5601.69, 4856.13, 5603.27, 4853.50, 5605.74, 4854.37, 5608.14, 4852.34, 5604.72,29125.97,33627.65,     19653,62753.62,  29237.62,  33654.02,  62891.64
2023-05-25,16:19:19.778,   33.00,    9.43,   31.91,    8.55,   31.91,    8.62,   30.94,    8.13,   31.92,    8.31,   33.48,   10.85,  193.16,   53.89,     18640,  247.05, 5067.48, 5678.37, 5066.99, 5677.21, 5068.49, 5678.51, 5070.64, 5686.81, 5069.87, 5688.85, 5070.21, 5685.07,30413.70,34094.82,     19610,64508.51,  30606.86,  34148.71,  64755.57
