,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Ch4Read,Ch4Write,Ch5Read,Ch5Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-03-03,18:22:41.217,   23.72,   25.85,   23.59,   25.78,   23.31,   25.35,,,,,,,   70.61,   76.98,     18740,  147.59,   49.73,   55.64,   49.79,   55.70,   49.86,   55.53,,,,,,,  149.38,  166.87,     18760,  316.25,    219.99,    243.85,    463.84
2023-03-03,18:22:41.316,   19.63,   24.25,   20.04,   24.22,   19.49,   23.81,,,,,,,   59.15,   72.28,     18770,  131.43,   60.58,   59.96,   60.45,   59.95,   60.59,   59.98,,,,,,,  181.63,  179.89,     18750,  361.52,    240.78,    252.17,    492.95
2023-03-03,18:22:41.417,   12.49,   15.90,   12.77,   15.79,   12.41,   15.21,,,,,,,   37.67,   46.90,     18940,   84.57,  157.32,  166.34,  157.50,  166.62,  157.34,  166.35,,,,,,,  472.16,  499.31,     18940,  971.48,    509.83,    546.21,   1056.05
2023-03-03,18:22:41.517,    6.16,    7.02,    6.20,    7.14,    6.05,    6.58,,,,,,,   18.41,   20.74,     18740,   39.15,  187.02,  192.88,  187.11,  192.84,  187.06,  192.87,,,,,,,  561.19,  578.60,     18740, 1139.79,    579.60,    599.34,   1178.94
2023-03-03,18:22:41.618,    3.70,    4.41,    3.59,    4.37,    3.42,    3.97,,,,,,,   10.72,   12.74,     18930,   23.46,  188.78,  191.31,  188.92,  191.35,  188.78,  191.31,,,,,,,  566.49,  573.98,     18930, 1140.46,    577.20,    586.72,   1163.92
2023-03-03,18:22:41.718,    7.14,    4.80,    7.16,    4.85,    7.06,    4.35,,,,,,,   21.36,   14.00,     18740,   35.36,  111.99,   91.98,  112.22,   92.14,  112.08,   92.21,,,,,,,  336.29,  276.32,     18740,  612.60,    357.65,    290.31,    647.96
2023-03-03,18:22:41.818,    6.97,    5.69,    6.92,    5.71,    6.71,    5.32,,,,,,,   20.60,   16.71,     18929,   37.31,   77.66,   29.44,   77.69,   29.45,   77.61,   29.27,,,,,,,  232.95,   88.16,     18939,  321.12,    253.55,    104.88,    358.43
2023-03-03,18:22:41.917,    6.22,    4.59,    6.16,    4.69,    5.96,    4.04,,,,,,,   18.34,   13.31,     18740,   31.66,   71.27,   32.30,   71.28,   32.37,   71.30,   32.51,,,,,,,  213.85,   97.18,     18740,  311.03,    232.20,    110.50,    342.69
2023-03-03,18:22:42.017,   14.32,    5.39,   14.45,    5.48,   14.15,    4.92,,,,,,,   42.92,   15.79,     18760,   58.71,   81.89,   52.48,   82.16,   52.72,   81.79,   52.29,,,,,,,  245.84,  157.49,     18740,  403.32,    288.76,    173.28,    462.04
2023-03-03,18:22:42.118,    5.00,    3.48,    5.03,    3.55,    4.84,    3.00,,,,,,,   14.87,   10.04,     18920,   24.90,   75.62,   39.48,   75.58,   39.44,   75.61,   39.61,,,,,,,  226.81,  118.53,     18930,  345.34,    241.68,    128.56,    370.24
